id_registro,empresa,departamento,produto_original,produto_normalizado,codigo_produto,codigo_valido,quantidade,unidade,quantidade_base,unidade_base,embalagem_original,preco,preco_publico,pagina_catalogo,data_referencia,metodo_extracao,qualidade_extracao,status_validacao,link_produto,fonte
52,Milk Distribuidora,Catálogo geral,CHOC MEIO AMARGO,CHOC MEIO AMARGO,102,Sim,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
53,Milk Distribuidora,Catálogo geral,"MORANGO • 4,5 Kg",MORANGO 4 5 KG,103,Sim,4.5,KG,4500.0,G,4.5 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
54,Milk Distribuidora,Catálogo geral,CHOCOLATE,CHOCOLATE,104,Sim,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
55,Milk Distribuidora,Catálogo geral,CHOCOLATE,CHOCOLATE,105,Sim,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
56,Milk Distribuidora,Catálogo geral,CARAMELO GOUMET • 5 Kg,CARAMELO GOUMET 5 KG,106,Sim,5.0,KG,5000.0,G,5.0 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
57,Milk Distribuidora,Catálogo geral,CHOCOLATE TRUFADO • 4 Kg,CHOCOLATE TRUFADO 4 KG,107,Sim,4.0,KG,4000.0,G,4.0 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
58,Milk Distribuidora,Catálogo geral,TRUFA BRANCA • 4 Kg,TRUFA BRANCA 4 KG,108,Sim,4.0,KG,4000.0,G,4.0 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
59,Milk Distribuidora,Catálogo geral,LEITINHO • 4 Kg,LEITINHO 4 KG,111,Sim,4.0,KG,4000.0,G,4.0 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
60,Milk Distribuidora,Catálogo geral,"FRUTAS DO BOSQUE • 1,2KG",FRUTAS DO BOSQUE 1 2KG,153,Sim,1.2,KG,1200.0,G,1.2 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
61,Milk Distribuidora,Catálogo geral,LIGA STARMIX G • 3 KG,LIGA STARMIX G 3 KG,157,Sim,3.0,KG,3000.0,G,3.0 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
62,Milk Distribuidora,Catálogo geral,CARAMELO,CARAMELO,17,Sim,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
63,Milk Distribuidora,Catálogo geral,NEUTRA ARTESANAL • 1 KG,NEUTRA ARTESANAL 1 KG,18,Sim,1.0,KG,1000.0,G,1.0 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
64,Milk Distribuidora,Catálogo geral,LIGA STARMIX G • 2 KG,LIGA STARMIX G 2 KG,19,Sim,2.0,KG,2000.0,G,2.0 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
65,Milk Distribuidora,Catálogo geral,CHOCOLATE,CHOCOLATE,20,Sim,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
66,Milk Distribuidora,Catálogo geral,TRADICIONAL,TRADICIONAL,29,Sim,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
67,Milk Distribuidora,Catálogo geral,CHOCOLATE BRANCO,CHOCOLATE BRANCO,30,Sim,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
68,Milk Distribuidora,Catálogo geral,CHOCOLATE PARA FLOCOS,CHOCOLATE PARA FLOCOS,36,Sim,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
69,Milk Distribuidora,Catálogo geral,CARAMELO,CARAMELO,XX,Não,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
70,Milk Distribuidora,Catálogo geral,MORANGO,MORANGO,XX,Não,,,,,,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
71,Milk Distribuidora,Catálogo geral,CAFÉ • 1 Kg,CAFE 1 KG,XX,Não,1.0,KG,1000.0,G,1.0 KG,,Não disponível,3,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
72,Milk Distribuidora,Catálogo geral,CHOC. CHOC. MEIO,CHOC CHOC MEIO,12,Sim,,,,,,,Não disponível,4,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
73,Milk Distribuidora,Catálogo geral,"CROCANTE • 1,050 KG",CROCANTE 1 050 KG,121,Sim,1.05,KG,1050.0,G,1.05 KG,,Não disponível,4,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
74,Milk Distribuidora,Catálogo geral,BRANCO • 5 KG AMARGO • 5 KG,BRANCO 5 KG AMARGO 5 KG,13,Sim,5.0,KG,5000.0,G,5.0 KG,,Não disponível,4,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
75,Milk Distribuidora,Catálogo geral,"MACIO • 1,050 KG",MACIO 1 050 KG,14,Sim,1.05,KG,1050.0,G,1.05 KG,,Não disponível,4,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
76,Milk Distribuidora,Catálogo geral,"GRANULADO CHOCOLATE DORI • 1,010 KG",GRANULADO CHOCOLATE DORI 1 010 KG,173,Sim,1.01,KG,1010.0,G,1.01 KG,,Não disponível,4,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
77,Milk Distribuidora,Catálogo geral,COLORETI MINI SORTIDO • 500G,COLORETI MINI SORTIDO 500G,175,Sim,500.0,G,500.0,G,500.0 G,,Não disponível,4,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
78,Milk Distribuidora,Catálogo geral,CHOC. CHOC. MEIO,CHOC CHOC MEIO,271,Sim,,,,,,,Não disponível,4,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
79,Milk Distribuidora,Catálogo geral,BRANCO • 5 KG AMARGO • 5 KG,BRANCO 5 KG AMARGO 5 KG,272,Sim,5.0,KG,5000.0,G,5.0 KG,,Não disponível,4,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
80,Milk Distribuidora,Catálogo geral,CHOCOCANDY PASTILHA COLORIDA 500 G,CHOCOCANDY PASTILHA COLORIDA 500 G,94,Sim,500.0,G,500.0,G,500.0 G,,Não disponível,4,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
81,Milk Distribuidora,Catálogo geral,"DISQUETE CHOCOLATE • 1,010 KG",DISQUETE CHOCOLATE 1 010 KG,95,Sim,1.01,KG,1010.0,G,1.01 KG,,Não disponível,4,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
82,Milk Distribuidora,Catálogo geral,GRANULADO TRDICIONAL KERRY • 1 KG,GRANULADO TRDICIONAL KERRY 1 KG,98,Sim,1.0,KG,1000.0,G,1.0 KG,,Não disponível,4,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
83,Milk Distribuidora,Catálogo geral,MINI CEREAL CROCANTE M BRANCO/PRETO 500 G,MINI CEREAL CROCANTE M BRANCO PRETO 500 G,122,Sim,500.0,G,500.0,G,500.0 G,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
84,Milk Distribuidora,Catálogo geral,BIG CEREAL CROCANTE CHOCOLATE 500 G,BIG CEREAL CROCANTE CHOCOLATE 500 G,123,Sim,500.0,G,500.0,G,500.0 G,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
85,Milk Distribuidora,Catálogo geral,"COB GTS MEIO AMARGO 1,050 KG",COB GTS MEIO AMARGO 1 050 KG,161,Sim,1.05,KG,1050.0,G,1.05 KG,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
86,Milk Distribuidora,Catálogo geral,"COB. CHIPSHOW AVELÃ TOP 1,050 KG",COB CHIPSHOW AVELA TOP 1 050 KG,168,Sim,1.05,KG,1050.0,G,1.05 KG,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
87,Milk Distribuidora,Catálogo geral,"COB. CHIPSHOW BRANCO TOP 1,050 KG",COB CHIPSHOW BRANCO TOP 1 050 KG,169,Sim,1.05,KG,1050.0,G,1.05 KG,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
88,Milk Distribuidora,Catálogo geral,COLORETI MINI BALL MISTO 500 G,COLORETI MINI BALL MISTO 500 G,177,Sim,500.0,G,500.0,G,500.0 G,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
89,Milk Distribuidora,Catálogo geral,COLORETI BALL 500 G,COLORETI BALL 500 G,179,Sim,500.0,G,500.0,G,500.0 G,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
90,Milk Distribuidora,Catálogo geral,BIG CEREAL CHOC. BRANCO 500 G,BIG CEREAL CHOC BRANCO 500 G,273,Sim,500.0,G,500.0,G,500.0 G,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
91,Milk Distribuidora,Catálogo geral,GRANULADO MACIO COLORIDO,GRANULADO MACIO COLORIDO,291,Sim,,,,,,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
92,Milk Distribuidora,Catálogo geral,MINI CEREAL CROCANTE P BRANCO/PRETO 500 G,MINI CEREAL CROCANTE P BRANCO PRETO 500 G,292,Sim,500.0,G,500.0,G,500.0 G,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
93,Milk Distribuidora,Catálogo geral,BIG CEREAL BRANCO/PRETO 500 G,BIG CEREAL BRANCO PRETO 500 G,293,Sim,500.0,G,500.0,G,500.0 G,,Não disponível,5,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
94,Milk Distribuidora,Catálogo geral,FLOCOS DE ARROZ A GRANEL,FLOCOS DE ARROZ A GRANEL,110,Sim,,,,,,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
95,Milk Distribuidora,Catálogo geral,FLOCOS CROCANTES OVOMALTINE 750 G,FLOCOS CROCANTES OVOMALTINE 750 G,118,Sim,750.0,G,750.0,G,750.0 G,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
96,Milk Distribuidora,Catálogo geral,CHOCOLATE EM PÓ SOLÚVEL 50% CACAU,CHOCOLATE EM PO SOLUVEL 50 CACAU,124,Sim,,,,,,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
97,Milk Distribuidora,Catálogo geral,UVA PASSA CAIXA 10 KG,UVA PASSA CAIXA 10 KG,163,Sim,10.0,KG,10000.0,G,10.0 KG,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
98,Milk Distribuidora,Catálogo geral,NUTELLA COM AVELÃ 650 G,NUTELLA COM AVELA 650 G,172,Sim,650.0,G,650.0,G,650.0 G,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
99,Milk Distribuidora,Catálogo geral,PAÇOQUINHA TUBITOS CAIXA,PACOQUINHA TUBITOS CAIXA,176,Sim,,,,,,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
100,Milk Distribuidora,Catálogo geral,PAÇOQUINHA TUBITOS POTE 750 G,PACOQUINHA TUBITOS POTE 750 G,178,Sim,750.0,G,750.0,G,750.0 G,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
101,Milk Distribuidora,Catálogo geral,FLOCOS DE ARROZ 400 G,FLOCOS DE ARROZ 400 G,37,Sim,400.0,G,400.0,G,400.0 G,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
102,Milk Distribuidora,Catálogo geral,GOMETS GOMA SINO 1 KG,GOMETS GOMA SINO 1 KG,93,Sim,1.0,KG,1000.0,G,1.0 KG,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
103,Milk Distribuidora,Catálogo geral,"PAÇOQUINHA ROLHA POTE 1,25 KG",PACOQUINHA ROLHA POTE 1 25 KG,96,Sim,1.25,KG,1250.0,G,1.25 KG,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
104,Milk Distribuidora,Catálogo geral,"OVOMALTINE CREME CROCANTE 2,10 KG",OVOMALTINE CREME CROCANTE 2 10 KG,XX,Não,2.1,KG,2100.0,G,2.1 KG,,Não disponível,6,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
105,Milk Distribuidora,Catálogo geral,CACAU EM PÓ ALCALINO BARRY 25 KG,CACAU EM PO ALCALINO BARRY 25 KG,05,Sim,25.0,KG,25000.0,G,25.0 KG,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
106,Milk Distribuidora,Catálogo geral,"COBERTURA CHIPSHOW CHOCOLATE AO LEITE 2,5 KG",COBERTURA CHIPSHOW CHOCOLATE AO LEITE 2 5 KG,06,Sim,2.5,KG,2500.0,G,2.5 KG,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
107,Milk Distribuidora,Catálogo geral,CACAU PROCESSADO BENSDORP BARRY 5 KG,CACAU PROCESSADO BENSDORP BARRY 5 KG,125,Sim,5.0,KG,5000.0,G,5.0 KG,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
108,Milk Distribuidora,Catálogo geral,CREME DE CHANTILLY,CREME DE CHANTILLY,144,Sim,,,,,,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
109,Milk Distribuidora,Catálogo geral,BRIGADEIRO DE COLHER ALISPEC • 1 KG,BRIGADEIRO DE COLHER ALISPEC 1 KG,266,Sim,1.0,KG,1000.0,G,1.0 KG,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
110,Milk Distribuidora,Catálogo geral,"RECHEIO COBERTURA CHOCOLATE • 1,05 KG",RECHEIO COBERTURA CHOCOLATE 1 05 KG,276,Sim,1.05,KG,1050.0,G,1.05 KG,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
111,Milk Distribuidora,Catálogo geral,BEBIDA LÁCTEA VIGOR BAUNILHA,BEBIDA LACTEA VIGOR BAUNILHA,281,Sim,,,,,,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
112,Milk Distribuidora,Catálogo geral,CREME CULINÁRIO BRIGATTA,CREME CULINARIO BRIGATTA,282,Sim,,,,,,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
113,Milk Distribuidora,Catálogo geral,PASTA DE AMENDOIM NUT • 4KG,PASTA DE AMENDOIM NUT 4KG,286,Sim,4.0,KG,4000.0,G,4.0 KG,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
114,Milk Distribuidora,Catálogo geral,AMENDOIM GRANULADOS NUT,AMENDOIM GRANULADOS NUT,287,Sim,,,,,,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
115,Milk Distribuidora,Catálogo geral,AMENDOIM BANDA NUT • 1KG,AMENDOIM BANDA NUT 1KG,288,Sim,1.0,KG,1000.0,G,1.0 KG,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
116,Milk Distribuidora,Catálogo geral,BEBIDA LÁCTEA VIGOR CHOCOLATE,BEBIDA LACTEA VIGOR CHOCOLATE,289,Sim,,,,,,,Não disponível,7,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
117,Milk Distribuidora,Catálogo geral,"DOCE DE SORO DE LEITE COM CHOC. 9,8KG",DOCE DE SORO DE LEITE COM CHOC 9 8KG,04,Sim,9.8,KG,9800.0,G,9.8 KG,,Não disponível,8,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
118,Milk Distribuidora,Catálogo geral,"DOCE DE SORO DE LEITE TRADICIONAL 4,8 KG",DOCE DE SORO DE LEITE TRADICIONAL 4 8 KG,09,Sim,4.8,KG,4800.0,G,4.8 KG,,Não disponível,8,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
119,Milk Distribuidora,Catálogo geral,"2,5 KG",2 5 KG,142,Sim,2.5,KG,2500.0,G,2.5 KG,,Não disponível,8,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
120,Milk Distribuidora,Catálogo geral,"CHOCOLATE EM PÓ MELKEN 50% 1,050 KG",CHOCOLATE EM PO MELKEN 50 1 050 KG,15,Sim,1.05,KG,1050.0,G,1.05 KG,,Não disponível,8,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
121,Milk Distribuidora,Catálogo geral,"DOCE DE LEITE PARA CONFEITARIA AUREA 4,5 KG",DOCE DE LEITE PARA CONFEITARIA AUREA 4 5 KG,154,Sim,4.5,KG,4500.0,G,4.5 KG,,Não disponível,8,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
122,Milk Distribuidora,Catálogo geral,GANACHE MEIO AMARGO MELKEN 1 KG,GANACHE MEIO AMARGO MELKEN 1 KG,166,Sim,1.0,KG,1000.0,G,1.0 KG,,Não disponível,8,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
123,Milk Distribuidora,Catálogo geral,GANACHE AVELÃ MELKEN 1 KG,GANACHE AVELA MELKEN 1 KG,167,Sim,1.0,KG,1000.0,G,1.0 KG,,Não disponível,8,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
124,Milk Distribuidora,Catálogo geral,"4,5 KG",4 5 KG,32,Sim,4.5,KG,4500.0,G,4.5 KG,,Não disponível,8,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
125,Milk Distribuidora,Catálogo geral,"FRAMBOESA 1,8 KG",FRAMBOESA 1 8 KG,XX,Não,1.8,KG,1800.0,G,1.8 KG,,Não disponível,8,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
126,Milk Distribuidora,Catálogo geral,"FRUTAS DO BOSQUE 1,8 KG",FRUTAS DO BOSQUE 1 8 KG,XX,Não,1.8,KG,1800.0,G,1.8 KG,,Não disponível,8,2022-02-14,lista_pontilhada,Alta,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
127,Milk Distribuidora,Catálogo geral,OLEO DE PALMISTE REFINADO CAIXA,OLEO DE PALMISTE REFINADO CAIXA,03,Sim,,,,,,,Não disponível,9,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
128,Milk Distribuidora,Catálogo geral,"MORANGO 4,1 KG",MORANGO 4 1 KG,08,Sim,4.1,KG,4100.0,G,4.1 KG,,Não disponível,9,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
129,Milk Distribuidora,Catálogo geral,"FRUTAS VERMELHAS 4,1 KG",FRUTAS VERMELHAS 4 1 KG,113,Sim,4.1,KG,4100.0,G,4.1 KG,,Não disponível,9,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
130,Milk Distribuidora,Catálogo geral,OLEO DE PALMISTE REFINADO BALDE,OLEO DE PALMISTE REFINADO BALDE,117,Sim,,,,,,,Não disponível,9,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
131,Milk Distribuidora,Catálogo geral,"ABACAXI 4,1 KG",ABACAXI 4 1 KG,159,Sim,4.1,KG,4100.0,G,4.1 KG,,Não disponível,9,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
132,Milk Distribuidora,Catálogo geral,"ABACAXI AO VINHO 4,1 KG",ABACAXI AO VINHO 4 1 KG,174,Sim,4.1,KG,4100.0,G,4.1 KG,,Não disponível,9,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
133,Milk Distribuidora,Catálogo geral,"BANANA CARAMELIZADA 4,1 KG",BANANA CARAMELIZADA 4 1 KG,265,Sim,4.1,KG,4100.0,G,4.1 KG,,Não disponível,9,2022-02-14,lista_pontilhada,Alta,Pronto para comparar,,dados\catalogos\catalogo_milk_2022.pdf
134,Milk Distribuidora,Catálogo geral,LEITE CONDENSADO PURELAC 5 KG,LEITE CONDENSADO PURELAC 5 KG,282,Sim,5.0,KG,5000.0,G,5.0 KG,,Não disponível,9,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
135,Milk Distribuidora,Catálogo geral,"CREME DE GOIABA 4,8 KG",CREME DE GOIABA 4 8 KG,97,Sim,4.8,KG,4800.0,G,4.8 KG,,Não disponível,9,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
136,Milk Distribuidora,Catálogo geral,Kerrylac 800i,KERRYLAC 800I,120,Sim,,,,,,,Não disponível,10,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
137,Milk Distribuidora,Catálogo geral,GORDURA DE PALMA 370B,GORDURA DE PALMA 370B,257,Sim,,,,,,,Não disponível,10,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
138,Milk Distribuidora,Catálogo geral,GLUCODRY 40 25 KG,GLUCODRY 40 25 KG,33,Sim,25.0,KG,25000.0,G,25.0 KG,,Não disponível,10,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
139,Milk Distribuidora,Catálogo geral,GLUCOGILL 40/82 25 KG,GLUCOGILL 40 82 25 KG,34,Sim,25.0,KG,25000.0,G,25.0 KG,,Não disponível,10,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
140,Milk Distribuidora,Catálogo geral,COPO BAMBA ESPECIAL,COPO BAMBA ESPECIAL,261,Sim,,,,,,,Não disponível,11,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
141,Milk Distribuidora,Catálogo geral,COPO BIJU,COPO BIJU,262,Sim,,,,,,,Não disponível,11,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
142,Milk Distribuidora,Catálogo geral,ROLINHO BIJU,ROLINHO BIJU,279,Sim,,,,,,,Não disponível,11,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
143,Milk Distribuidora,Catálogo geral,CASCÃO,CASCAO,283,Sim,,,,,,,Não disponível,11,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
144,Milk Distribuidora,Catálogo geral,COPO BISCOITO,COPO BISCOITO,290,Sim,,,,,,,Não disponível,11,2022-02-14,coordenadas_pdf,Média,Revisar,,dados\catalogos\catalogo_milk_2022.pdf
145,Fortali Distribuidora,Confeitaria,ESSENCIA CANELA ARCOLOR 30ML,ESSENCIA CANELA ARCOLOR 30ML,10000,Sim,30.0,ML,30.0,ML,30ML,,Não,36,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/essencia-canela-arcolor-30ml-10000-1,https://www.fortali.com.br/confeitaria?page=36
146,Fortali Distribuidora,Confeitaria,ESSENCIA CEREJA ARCOLOR 30ML,ESSENCIA CEREJA ARCOLOR 30ML,10002,Sim,30.0,ML,30.0,ML,30ML,,Não,36,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/essencia-cereja-arcolor-30ml-10002-1,https://www.fortali.com.br/confeitaria?page=36
147,Fortali Distribuidora,Confeitaria,ESSENCIA CHAMPAGNE ARCOLOR 30ML,ESSENCIA CHAMPAGNE ARCOLOR 30ML,10003,Sim,30.0,ML,30.0,ML,30ML,,Não,36,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/essencia-champagne-arcolor-30ml--10003-1,https://www.fortali.com.br/confeitaria?page=36
148,Fortali Distribuidora,Confeitaria,ESSÊNCIA DE COCO ARCOLOR 30ML,ESSENCIA DE COCO ARCOLOR 30ML,10005,Sim,30.0,ML,30.0,ML,30ML,,Não,36,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/essencia-de-coco-arcolor-30ml-10005-1,https://www.fortali.com.br/confeitaria?page=36
149,Fortali Distribuidora,Confeitaria,ESSENCIA ERVA DOCE ARCOLOR 30ML,ESSENCIA ERVA DOCE ARCOLOR 30ML,10007,Sim,30.0,ML,30.0,ML,30ML,,Não,36,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/essencia-erva-doce-arcolor-30ml-10007-1,https://www.fortali.com.br/confeitaria?page=36
