id_registro,empresa,departamento,produto_original,produto_normalizado,codigo_produto,codigo_valido,quantidade,unidade,quantidade_base,unidade_base,embalagem_original,preco,preco_publico,pagina_catalogo,data_referencia,metodo_extracao,qualidade_extracao,status_validacao,link_produto,fonte
1868,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO ROSA CLARO FLEXFEST 5G,GLITTER P DECORACAO ROSA CLARO FLEXFEST 5G,28790,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-rosa-claro-flexfest-5g-28790-1,https://www.fortali.com.br/confeitaria?page=88
1869,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO ROSA CLARO FLEXFEST 5G,GLITTER P DECORACAO ROSA CLARO FLEXFEST 5G,28791,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-rosa-claro-flexfest-5g-28791-1,https://www.fortali.com.br/confeitaria?page=88
1870,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO ROSE GOLD FLEXFEST 5G,GLITTER P DECORACAO ROSE GOLD FLEXFEST 5G,28792,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-rose-gold-flexfest-5g-28792-1,https://www.fortali.com.br/confeitaria?page=88
1871,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO VERDE FLEXFEST 5G,GLITTER P DECORACAO VERDE FLEXFEST 5G,28793,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-verde-flexfest-5g-28793-1,https://www.fortali.com.br/confeitaria?page=88
1872,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO VERDE CLARO FLEXFEST 5G,GLITTER P DECORACAO VERDE CLARO FLEXFEST 5G,28794,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-verde-claro-flexfest-5g-28794-1,https://www.fortali.com.br/confeitaria?page=88
1873,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO VERMELHO FLEXFEST 5G,GLITTER P DECORACAO VERMELHO FLEXFEST 5G,28795,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-vermelho-flexfest-5g-28795-1,https://www.fortali.com.br/confeitaria?page=88
1874,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO VIOLETA FLEXFEST 5G,GLITTER P DECORACAO VIOLETA FLEXFEST 5G,28796,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-violeta-flexfest-5g-28796-1,https://www.fortali.com.br/confeitaria?page=88
1875,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO VIOLETA FLEXFEST 5G,GLITTER P DECORACAO VIOLETA FLEXFEST 5G,28797,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-violeta-flexfest-5g-28797-1,https://www.fortali.com.br/confeitaria?page=88
1876,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO ROSE GOLD FLEXFEST 25G,GLITTER P DECORACAO ROSE GOLD FLEXFEST 25G,28798,Sim,25.0,G,25.0,G,25G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-rose-gold-flexfest-25g-28798-1,https://www.fortali.com.br/confeitaria?page=88
1877,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO OURO FLEXFEST 25G,GLITTER P DECORACAO OURO FLEXFEST 25G,28799,Sim,25.0,G,25.0,G,25G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-ouro-flexfest-25g-28799-1,https://www.fortali.com.br/confeitaria?page=88
1878,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO PEROLA FLEXFEST 25G,GLITTER P DECORACAO PEROLA FLEXFEST 25G,28800,Sim,25.0,G,25.0,G,25G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-perola-flexfest-25g-28800-1,https://www.fortali.com.br/confeitaria?page=88
1879,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO NEON AMARELO FLEXFEST 5G,GLITTER P DECORACAO NEON AMARELO FLEXFEST 5G,28801,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-neon-amarelo-flexfest-5g-28801-1,https://www.fortali.com.br/confeitaria?page=88
1880,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO NEON AZUL FLEXFEST 5G,GLITTER P DECORACAO NEON AZUL FLEXFEST 5G,28802,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-neon-azul-flexfest-5g-28802-1,https://www.fortali.com.br/confeitaria?page=88
1881,Fortali Distribuidora,Confeitaria,GLITTER P DECOR NEON LARANJA FLEXFEST 5G,GLITTER P DECOR NEON LARANJA FLEXFEST 5G,28803,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decor-neon-laranja-flexfest-5g-28803-1,https://www.fortali.com.br/confeitaria?page=88
1882,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO NEON LILAS FLEXFEST 5G,GLITTER P DECORACAO NEON LILAS FLEXFEST 5G,28804,Sim,5.0,G,5.0,G,5G,,Não,88,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-neon-lilas-flexfest-5g-28804-1,https://www.fortali.com.br/confeitaria?page=88
1883,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORACAO NEON PINK FLEXFEST 5G,GLITTER P DECORACAO NEON PINK FLEXFEST 5G,28805,Sim,5.0,G,5.0,G,5G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoracao-neon-pink-flexfest-5g-28805-1,https://www.fortali.com.br/confeitaria?page=89
1884,Fortali Distribuidora,Confeitaria,GLITTER P/ DECORAC?O NEON VERDE FLEXFEST 5G,GLITTER P DECORAC O NEON VERDE FLEXFEST 5G,28806,Sim,5.0,G,5.0,G,5G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/glitter-p-decoraco-neon-verde-flexfest-5g-28806-1,https://www.fortali.com.br/confeitaria?page=89
1885,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO AZUL FLEXFEST 3G,PO P DECORACAO AZUL FLEXFEST 3G,28807,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-azul-flexfest-3g-28807-1,https://www.fortali.com.br/confeitaria?page=89
1886,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO AZUL BRILHANTE FLEXFEST 3G,PO P DECORACAO AZUL BRILHANTE FLEXFEST 3G,28808,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-azul-brilhante-flexfest-3g-28808-1,https://www.fortali.com.br/confeitaria?page=89
1887,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO AZUL MARINHO FLEXFEST 3G,PO P DECORACAO AZUL MARINHO FLEXFEST 3G,28809,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-azul-marinho-flexfest-3g-28809-1,https://www.fortali.com.br/confeitaria?page=89
1888,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO AZUL ROYAL FLEXFEST 3G,PO P DECORACAO AZUL ROYAL FLEXFEST 3G,28810,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-azul-royal-flexfest-3g-28810-1,https://www.fortali.com.br/confeitaria?page=89
1889,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO AZUL TIFFANY FLEXFEST 3G,PO P DECORACAO AZUL TIFFANY FLEXFEST 3G,28811,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-azul-tiffany-flexfest-3g-28811-1,https://www.fortali.com.br/confeitaria?page=89
1890,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO CRISTAL FLEXFEST 3G,PO P DECORACAO CRISTAL FLEXFEST 3G,28812,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-cristal-flexfest-3g-28812-1,https://www.fortali.com.br/confeitaria?page=89
1891,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO DOURADO FLEXFEST 3G,PO P DECORACAO DOURADO FLEXFEST 3G,28819,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-dourado-flexfest-3g-28819-1,https://www.fortali.com.br/confeitaria?page=89
1892,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO LILAS FLEXFEST 3G,PO P DECORACAO LILAS FLEXFEST 3G,28820,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-lilas-flexfest-3g-28820-1,https://www.fortali.com.br/confeitaria?page=89
1893,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO MAGENTA FLEXFEST 3G,PO P DECORACAO MAGENTA FLEXFEST 3G,28821,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-magenta-flexfest-3g-28821-1,https://www.fortali.com.br/confeitaria?page=89
1894,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO OURO FLEXFEST 3G,PO P DECORACAO OURO FLEXFEST 3G,28822,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-ouro-flexfest-3g-28822-1,https://www.fortali.com.br/confeitaria?page=89
1895,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO OURO ANTIGO FLEXFEST 3G,PO P DECORACAO OURO ANTIGO FLEXFEST 3G,28823,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-ouro-antigo-flexfest-3g-28823-1,https://www.fortali.com.br/confeitaria?page=89
1896,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO PEROLA FLEXFEST 3G,PO P DECORACAO PEROLA FLEXFEST 3G,28824,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-perola-flexfest-3g-28824-1,https://www.fortali.com.br/confeitaria?page=89
1897,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO PRATA FLEXFEST 3G,PO P DECORACAO PRATA FLEXFEST 3G,28825,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-prata-flexfest-3g-28825-1,https://www.fortali.com.br/confeitaria?page=89
1898,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO PRETO FLEXFEST 3G,PO P DECORACAO PRETO FLEXFEST 3G,28826,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-preto-flexfest-3g-28826-1,https://www.fortali.com.br/confeitaria?page=89
1899,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO ROSA FLEXFEST 3G,PO P DECORACAO ROSA FLEXFEST 3G,28827,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-rosa-flexfest-3g-28827-1,https://www.fortali.com.br/confeitaria?page=89
1900,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO ROSE FLEXFEST 3G,PO P DECORACAO ROSE FLEXFEST 3G,28828,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-rose-flexfest-3g-28828-1,https://www.fortali.com.br/confeitaria?page=89
1901,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO ROSE GOLD FLEXFEST 3G,PO P DECORACAO ROSE GOLD FLEXFEST 3G,28829,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-rose-gold-flexfest-3g-28829-1,https://www.fortali.com.br/confeitaria?page=89
1902,Fortali Distribuidora,Confeitaria,COR. GEL AMARELO 30 G ARCOLOR,COR. GEL AMARELO 30 G ARCOLOR,2883,Sim,30.0,G,30.0,G,30G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cor-gel-amarelo-30-g-arcolor-2883-1,https://www.fortali.com.br/confeitaria?page=89
1903,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO VERDE FOLHA FLEXFEST 3G,PO P DECORACAO VERDE FOLHA FLEXFEST 3G,28830,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-verde-folha-flexfest-3g-28830-1,https://www.fortali.com.br/confeitaria?page=89
1904,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO VERDE CLARO FLEXFEST 3G,PO P DECORACAO VERDE CLARO FLEXFEST 3G,28831,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-verde-claro-flexfest-3g-28831-1,https://www.fortali.com.br/confeitaria?page=89
1905,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO VERMELHO FLEXFEST 3G,PO P DECORACAO VERMELHO FLEXFEST 3G,28832,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-vermelho-flexfest-3g-28832-1,https://www.fortali.com.br/confeitaria?page=89
1906,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO VIOLETA FLEXFEST 3G,PO P DECORACAO VIOLETA FLEXFEST 3G,28833,Sim,3.0,G,3.0,G,3G,,Não,89,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-violeta-flexfest-3g-28833-1,https://www.fortali.com.br/confeitaria?page=89
1907,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO ROSE GOLD FLEXFEST 20G,PO P DECORACAO ROSE GOLD FLEXFEST 20G,28834,Sim,20.0,G,20.0,G,20G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-rose-gold-flexfest-20g-28834-1,https://www.fortali.com.br/confeitaria?page=90
1908,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO DOURADO FLEXFEST 20G,PO P DECORACAO DOURADO FLEXFEST 20G,28836,Sim,20.0,G,20.0,G,20G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-dourado-flexfest-20g-28836-1,https://www.fortali.com.br/confeitaria?page=90
1909,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO NEON AMARELO FLEXFEST 3G,PO P DECORACAO NEON AMARELO FLEXFEST 3G,28837,Sim,3.0,G,3.0,G,3G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-neon-amarelo-flexfest-3g-28837-1,https://www.fortali.com.br/confeitaria?page=90
1910,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO NEON AZUL FLEXFEST 3G,PO P DECORACAO NEON AZUL FLEXFEST 3G,28838,Sim,3.0,G,3.0,G,3G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-neon-azul-flexfest-3g-28838-1,https://www.fortali.com.br/confeitaria?page=90
1911,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO NEON LARANJA FLEXFEST 3G,PO P DECORACAO NEON LARANJA FLEXFEST 3G,28839,Sim,3.0,G,3.0,G,3G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-neon-laranja-flexfest-3g-28839-1,https://www.fortali.com.br/confeitaria?page=90
1912,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO NEON PINK FLEXFEST 3G,PO P DECORACAO NEON PINK FLEXFEST 3G,28840,Sim,3.0,G,3.0,G,3G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-neon-pink-flexfest-3g-28840-1,https://www.fortali.com.br/confeitaria?page=90
1913,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO NEON ROSA FLEXFEST 3G,PO P DECORACAO NEON ROSA FLEXFEST 3G,28841,Sim,3.0,G,3.0,G,3G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-neon-rosa-flexfest-3g-28841-1,https://www.fortali.com.br/confeitaria?page=90
1914,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO NEON VERDE FLEXFEST 3G,PO P DECORACAO NEON VERDE FLEXFEST 3G,28842,Sim,3.0,G,3.0,G,3G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-neon-verde-flexfest-3g-28842-1,https://www.fortali.com.br/confeitaria?page=90
1915,Fortali Distribuidora,Confeitaria,PÓ PARA DECORAÇÃO NEON VERMELHO FLEXFEST 3G,PO PARA DECORACAO NEON VERMELHO FLEXFEST 3G,28843,Sim,3.0,G,3.0,G,3G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-para-decoracao-neon-vermelho-flexfest-3g-28843-1,https://www.fortali.com.br/confeitaria?page=90
1916,Fortali Distribuidora,Confeitaria,PO P/ DECORACAO NEON VIOLETA FLEXFEST 3G,PO P DECORACAO NEON VIOLETA FLEXFEST 3G,28844,Sim,3.0,G,3.0,G,3G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/po-p-decoracao-neon-violeta-flexfest-3g-28844-1,https://www.fortali.com.br/confeitaria?page=90
1917,Fortali Distribuidora,Confeitaria,CHOCOLATE MEIO AMARGO AERO GAROTO 80G,CHOCOLATE MEIO AMARGO AERO GAROTO 80G,28853,Sim,80.0,G,80.0,G,80G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-meio-amargo-aero-garoto-80g-28853-1,https://www.fortali.com.br/confeitaria?page=90
1918,Fortali Distribuidora,Confeitaria,CHOCOLATE CROCANTE GAROTO 80G,CHOCOLATE CROCANTE GAROTO 80G,28854,Sim,80.0,G,80.0,G,80G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-crocante-garoto-80g-28854-1,https://www.fortali.com.br/confeitaria?page=90
1919,Fortali Distribuidora,Confeitaria,CHOCOLATE CORES GAROTO 80G,CHOCOLATE CORES GAROTO 80G,28855,Sim,80.0,G,80.0,G,80G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-cores-garoto-80g-28855-1,https://www.fortali.com.br/confeitaria?page=90
1920,Fortali Distribuidora,Confeitaria,CHOCOLATE BISCOITO BRANCO GAROTO 80G,CHOCOLATE BISCOITO BRANCO GAROTO 80G,28856,Sim,80.0,G,80.0,G,80G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-biscoito-branco-garoto-80g-28856-1,https://www.fortali.com.br/confeitaria?page=90
1921,Fortali Distribuidora,Confeitaria,CHOCOLATE AO LEITE GAROTO 80G,CHOCOLATE AO LEITE GAROTO 80G,28857,Sim,80.0,G,80.0,G,80G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-ao-leite-garoto-80g-28857-1,https://www.fortali.com.br/confeitaria?page=90
1922,Fortali Distribuidora,Confeitaria,CHOC COB BLEND NESTLE BARRA 1KG,CHOC COB BLEND NESTLE BARRA 1KG,28858,Sim,1.0,KG,1000.0,G,1KG,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-cob-blend-nestle-barra-1kg-28858-1,https://www.fortali.com.br/confeitaria?page=90
1923,Fortali Distribuidora,Confeitaria,CHOCOLATE CASTANHA DE CAJÚ GAROTO 80G,CHOCOLATE CASTANHA DE CAJU GAROTO 80G,28859,Sim,80.0,G,80.0,G,80G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-castanha-de-caju-garoto-80g-28859-1,https://www.fortali.com.br/confeitaria?page=90
1924,Fortali Distribuidora,Confeitaria,COR. GEL PRETO 30 G ARCOLOR,COR. GEL PRETO 30 G ARCOLOR,2886,Sim,30.0,G,30.0,G,30G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/cor-gel-preto-30-g-arcolor-2886-1,https://www.fortali.com.br/confeitaria?page=90
1925,Fortali Distribuidora,Confeitaria,CHOC COB BLEND NESTLE BARRA 1KG,CHOC COB BLEND NESTLE BARRA 1KG,28860,Sim,1.0,KG,1000.0,G,1KG,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-cob-blend-nestle-barra-1kg-28860-1,https://www.fortali.com.br/confeitaria?page=90
1926,Fortali Distribuidora,Confeitaria,CHOC COB BLEND NESTLE BARRA 1KG,CHOC COB BLEND NESTLE BARRA 1KG,28861,Sim,1.0,KG,1000.0,G,1KG,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-cob-blend-nestle-barra-1kg-28861-1,https://www.fortali.com.br/confeitaria?page=90
1927,Fortali Distribuidora,Confeitaria,CHOCOLATE AO LEITE CAJU E PASSAS GAROTO 80G,CHOCOLATE AO LEITE CAJU E PASSAS GAROTO 80G,28862,Sim,80.0,G,80.0,G,80G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-ao-leite-caju-e-passas-garoto-80g-28862-1,https://www.fortali.com.br/confeitaria?page=90
1928,Fortali Distribuidora,Confeitaria,CHOC COB BLEND NESTLE BARRA 1KG,CHOC COB BLEND NESTLE BARRA 1KG,28863,Sim,1.0,KG,1000.0,G,1KG,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/choc-cob-blend-nestle-barra-1kg-28863-1,https://www.fortali.com.br/confeitaria?page=90
1929,Fortali Distribuidora,Confeitaria,CHOCOLATE BRANCO GAROTO 80G,CHOCOLATE BRANCO GAROTO 80G,28864,Sim,80.0,G,80.0,G,80G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-branco-garoto-80g-28864-1,https://www.fortali.com.br/confeitaria?page=90
1930,Fortali Distribuidora,Confeitaria,CHOCOLATE DUO SUFLAIR NESTLE 80G,CHOCOLATE DUO SUFLAIR NESTLE 80G,28865,Sim,80.0,G,80.0,G,80G,,Não,90,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-duo-suflair-nestle-80g-28865-1,https://www.fortali.com.br/confeitaria?page=90
1931,Fortali Distribuidora,Confeitaria,CHOCOLATE AO LEITE SUFLAIR NESTLE 80G,CHOCOLATE AO LEITE SUFLAIR NESTLE 80G,28866,Sim,80.0,G,80.0,G,80G,,Não,91,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-ao-leite-suflair-nestle-80g-28866-1,https://www.fortali.com.br/confeitaria?page=91
1932,Fortali Distribuidora,Confeitaria,CHOCOLATE COBERTURA BLEND NESTLE BARRA 80G,CHOCOLATE COBERTURA BLEND NESTLE BARRA 80G,28867,Sim,80.0,G,80.0,G,80G,,Não,91,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-cobertura-blend-nestle-barra-80g-28867-1,https://www.fortali.com.br/confeitaria?page=91
1933,Fortali Distribuidora,Confeitaria,CHOCOLATE GALAK NESTLÉ 80G,CHOCOLATE GALAK NESTLE 80G,28868,Sim,80.0,G,80.0,G,80G,,Não,91,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-galak-nestle-80g-28868-1,https://www.fortali.com.br/confeitaria?page=91
1934,Fortali Distribuidora,Confeitaria,CHOCOLATE DIPLOMATA NESTLÉ 80G,CHOCOLATE DIPLOMATA NESTLE 80G,28869,Sim,80.0,G,80.0,G,80G,,Não,91,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-diplomata-nestle-80g-28869-1,https://www.fortali.com.br/confeitaria?page=91
1935,Fortali Distribuidora,Confeitaria,CHOCOLATE AO LEITE CLASSIC NESTLE 80G,CHOCOLATE AO LEITE CLASSIC NESTLE 80G,28870,Sim,80.0,G,80.0,G,80G,,Não,91,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-ao-leite-classic-nestle-80g-28870-1,https://www.fortali.com.br/confeitaria?page=91
1936,Fortali Distribuidora,Confeitaria,CHOCOLATE DUO CLASSIC NESTLÉ 80G,CHOCOLATE DUO CLASSIC NESTLE 80G,28871,Sim,80.0,G,80.0,G,80G,,Não,91,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-duo-classic-nestle-80g-28871-1,https://www.fortali.com.br/confeitaria?page=91
1937,Fortali Distribuidora,Confeitaria,CHOCOLATE PRESTÍGIO CLASSIC NESTLÉ 80G,CHOCOLATE PRESTIGIO CLASSIC NESTLE 80G,28872,Sim,80.0,G,80.0,G,80G,,Não,91,2026-08-18 13:06:57,Web scraping,Alta,Pronto para comparar,https://www.fortali.com.br/chocolate-prestigio-classic-nestle-80g-28872-1,https://www.fortali.com.br/confeitaria?page=91
